repository,commit,filepath,failure_prone,status,nodes,edges,reason,details
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/nginx_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/RedHat_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Amazon.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/handlers/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Ubuntu_18.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Oracle Linux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/FreeBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/OpenBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/nginx_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/Oracle Linux.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Ubuntu_20.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/os_hardening/vars/Oracle Linux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/nginx_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Ubuntu_16.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/nginx_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/SmartOS.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/mysql_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,2f19ad1ce25ff49aa442301fd9f5bac03da855a9,roles/ssh_hardening/vars/RedHat_8.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/RedHat_7.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/nginx_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/RedHat_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/Amazon.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/handlers/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/Ubuntu_18.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/Oracle Linux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/RedHat_7.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/FreeBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/OpenBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,meta/runtime.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/nginx_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,defaults file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/Ubuntu_20.yml,0.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,handlers file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/os_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/nginx_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,meta file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/mysql_hardening/vars/Ubuntu_16.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
dev-sec/ansible-collection-hardening,9db01d5fbe30bf3f1af45de057c6041d419aba4c,roles/ssh_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0.0,0.0,pdg_status_UNSUPPORTED_FILE_TYPE,vars file
